FID,Region,Country,Plant,NumReactor,Latitude,Longitude,p90_1200,p00_1200,p10_1200,p90u_1200,p00u_1200,p10u_1200,p90r_1200,p00r_1200,p10r_1200,p90_30,p00_30,p10_30,p90u_30,p00u_30,p10u_30,p90r_30,p00r_30,p10r_30,p90_75,p00_75,p10_75,p90u_75,p00u_75,p10u_75,p90r_75,p00r_75,p10r_75,p90_150,p00_150,p10_150,p90u_150,p00u_150,p10u_150,p90r_150,p00r_150,p10r_150,p90_600,p00_600,p10_600,p90u_600,p00u_600,p10u_600,p90r_600,p00r_600,p10r_600,p90_300,p00_300,p10_300,p90u_300,p00u_300,p10u_300,p90r_300,p00r_300,p10r_300
108,Asia - Far East,JAPAN,HIGASHI DORI,1,41.188056,141.390278,134019000,138803000,140340000,98301300,101613000,102287000,35717900,37190300,38053000,75939.2,73265.1,73199.1,29805.3,28776.7,28754.4,46133.9,44488.4,44444.7,665636,655458,656409,348683,342773,343221,316953,312685,313187,2555500,2527280,2531960,1401060,1385640,1388160,1154440,1141640,1143800,28009300,28659400,28721100,17949100,18441800,18486000,10060200,10217500,10235200,9425610,9449900,9474560,5569260,5593810,5611360,3856350,3856090,3863200
109,Europe - Western,UNITED KINGDOM,HINKLEY POINT A,2,51.208739,-3.133743,274752000,284070000,296949000,206971000,214116000,223973000,67780700,69953600,72975300,457433,466511,490020,232304,237033,248987,225130,229478,241033,3775860,3850100,4043750,2749630,2805590,2946990,1026230,1044510,1096750,9264400,9452150,9925570,6774270,6921630,7269150,2490130,2530520,2656410,106702000,110371000,116800000,87185100,90112200,95223000,19516900,20259100,21577500,44654000,45911600,48281800,38223600,39296300,41314200,6430350,6615290,6967640
110,Europe - Western,UNITED KINGDOM,HINKLEY POINT B,2,51.209034,-3.127477,274794000,284112000,296991000,206988000,214133000,223990000,67805700,69978800,73001000,460257,469359,493008,231408,236111,248017,228850,233248,244991,3775750,3849990,4043630,2744620,2800510,2941650,1031120,1049480,1101970,9299280,9487940,9963160,6804880,6953040,7302140,2494410,2534900,2661020,106751000,110424000,116856000,87222000,90151700,95264500,19529200,20272000,21591100,44698100,45956900,48328400,38259000,39332700,41351600,6439090,6624230,6976800
111,Asia - Far East,CHINA,HONGYANHE,4,39.801944,121.475,648474000,715153000,761127000,375270000,413574000,439836000,273205000,301579000,321291000,190123,197606,211065,0,0,0,190123,197606,211065,1766850,1841830,1967100,692209,721208,770253,1074640,1120630,1196850,10848200,11368000,12143100,6760330,7059830,7542040,4087830,4308120,4601010,213738000,237752000,253038000,125204000,139904000,148821000,88534600,97847900,104217000,47920800,51763300,55273000,30495900,32879300,35114800,17424900,18884000,20158200
112,America - Northern,UNITED STATES OF AMERICA,HOPE CREEK,1,39.4678,-75.5381,151482000,164220000,181257000,126482000,137100000,151385000,24999400,27119700,29872000,347048,371085,410359,294081,314450,347731,52966.3,56634.8,62628.9,4407790,4676070,5167860,4035440,4276870,4727000,372352,399208,440854,15152500,16054500,17728700,13810200,14636900,16163900,1342330,1417680,1564780,80615200,85619800,94507000,69641300,73982700,81690500,10973900,11637100,12816500,41232100,43557500,48119200,37626600,39777200,43953000,3605500,3780300,4166200
113,America - Northern,UNITED STATES OF AMERICA,HUMBOLDT BAY,1,40.741322,-124.209044,46586800,55885500,61690000,43854500,52577800,58051100,2732340,3307720,3638900,102640,109765,120459,100437,107399,117868,2203.13,2366.01,2590.54,117827,126079,138234,102844,109970,120688,14982.6,16109.7,17546.8,196506,211964,232264,146954,158703,174136,49552.6,53260.8,58128.8,13932800,17058300,18805600,12909700,15847700,17475300,1023100,1210590,1330270,1621160,1864860,2047680,1311400,1511600,1660550,309761,353256,387131
114,Europe - Western,UNITED KINGDOM,HUNTERSTON A,2,55.720224,-4.896656,183857000,190708000,198622000,141624000,146963000,153085000,42232400,43744500,45536400,366686,380463,399969,348499,361522,380091,18186.6,18940.9,19877.9,2216830,2298500,2416050,2094860,2171490,2282720,121972,127011,133330,4910820,5090440,5350730,4361920,4519100,4750160,548898,571337,600571,57583000,59510600,63126200,48089700,49663100,52552200,9493260,9847590,10574000,16756300,17492800,18668600,14379400,15002300,15989200,2376890,2490480,2679370
115,Europe - Western,UNITED KINGDOM,HUNTERSTON B,2,55.722222,-4.89,183906000,190758000,198672000,141646000,146986000,153108000,42260400,43772800,45564800,375978,390102,410103,357893,371267,390337,18085.1,18834.5,19766.6,2228280,2310210,2428350,2106040,2182920,2294720,122240,127290,133623,4910400,5089420,5349600,4361170,4517860,4748840,549235,571553,600763,57579400,59507100,63122400,48087700,49661000,52550100,9491700,9846020,10572400,16768800,17505700,18681300,14392300,15015800,16003000,2376560,2489890,2678300
116,,LITHUANIA,IGNALINA,2,55.604444,26.56,261091000,255094000,248242000,160181000,156429000,152529000,100910000,98665300,95713000,109016,98738.8,92353,51817.7,46665,43632.4,57198.6,52073.8,48720.6,569695,519705,487838,258471,233538,219600,311224,286167,268238,2780400,2592060,2432500,1533180,1429610,1340570,1247220,1162450,1091920,48802400,47080100,45361500,29860800,28694300,27731200,18941600,18385900,17630300,12778800,12156400,11519200,8024610,7650180,7261780,4754180,4506260,4257380
117,Asia - Far East,JAPAN,IKATA,3,33.491289,132.309631,290619000,311378000,322921000,207337000,221937000,229458000,83282000,89441400,93462300,142455,140091,140433,65551.3,64463.2,64620.8,76903.8,75627.3,75812.2,1901330,1870960,1875330,1285650,1265520,1268450,615676,605443,606874,9514100,9527440,9548380,6496620,6526590,6541490,3017480,3000850,3006900,86478000,86898000,88100600,67849000,68313100,69255400,18629000,18584900,18845100,28922500,29124100,29189200,20745900,20942200,20990900,8176620,8181840,8198320
118,America - Northern,UNITED STATES OF AMERICA,INDIAN POINT,3,41.2714,-73.9525,138491000,148816000,164264000,116270000,124903000,137925000,22220800,23913000,26338500,947619,981213,1079650,876534,907577,998677,71085.2,73636.6,80970,15037100,15711500,17376200,14601700,15260300,16879900,435380,451228,496304,23953200,24943400,27569100,22561000,23514700,25995800,1392220,1428780,1573280,79187500,83567100,92250000,69250200,73186500,80819200,9937280,10380600,11430800,43882200,45617300,50369700,39721900,41334900,45655000,4160310,4282350,4714700
119,Europe - Western,GERMANY,ISAR,2,48.604532,12.295608,431842000,438936000,447751000,289118000,294890000,302715000,142724000,144047000,145036000,299978,314738,313911,135312,141857,141486,164666,172881,172425,3015940,3212450,3207240,2014600,2154310,2149330,1001340,1058140,1057910,10170500,10849900,10914900,6635110,7094190,7126920,3535370,3755710,3787990,179329000,183487000,186476000,119585000,122471000,124612000,59743900,61015200,61864400,40695900,41831800,42340300,25545400,26128900,26434600,15150500,15702900,15905700
120,Europe - Western,SPAIN,JOSE CABRERA,1,40.349167,-2.884444,176511000,188969000,207338000,116169000,123612000,135267000,60341900,65356300,72071100,33157.7,34811.2,39226.4,1099.49,1186.68,1337.16,32058.2,33624.5,37889.3,3206870,3456120,3894370,2980510,3218170,3626260,226364,237950,268110,6112990,6522570,7349310,5027010,5413250,6099640,1085980,1109320,1249680,57647100,59926300,66736300,39316600,40983800,45666100,18330500,18942500,21070200,15285700,15944300,17962400,10387400,10933700,12319500,4898270,5010650,5642890
121,Asia - Far East,JAPAN,JPDR,1,36.458461,140.606342,150088000,153878000,155325000,116253000,119213000,120223000,33834900,34664900,35101900,895469,928147,930074,646396,669984,671375,249074,258163,258699,3922160,4109220,4117750,2388750,2507600,2512780,1533410,1601620,1604970,35441800,37207900,37296000,31703900,33312300,33391800,3737950,3895580,3904260,91887500,95005300,95226400,76298900,79051100,79239200,15588600,15954200,15987200,52772100,55009400,55137900,43514200,45459400,45567000,9257910,9550020,9570870
122,Asia - Middle East and South,INDIA,KAIGA,4,14.865026,74.438709,411477000,487089000,565595000,137096000,163614000,190060000,274382000,323299000,375223000,236436,288840,336011,41693,50970.9,59294.1,194743,237869,276717,1807930,2181460,2538040,496330,585908,681730,1311600,1595550,1856310,9049370,10975800,12771100,2799090,3328470,3873070,6250280,7647350,8898030,164648000,200482000,233326000,59180500,72714600,84672400,105468000,127767000,148653000,35497700,43529800,50642200,9658560,11757800,13680800,25839200,31772000,36961400
123,Asia - Middle East and South,INDIA,KAKRAPAR,4,21.236525,73.350193,658974000,816024000,958281000,204556000,256667000,301941000,454417000,559357000,656340000,734920,937789,1090780,356038,453771,527802,378882,484018,562983,6152050,7973780,9281450,3409800,4419460,5146410,2742240,3554320,4135040,17406200,22464600,26144700,7367850,9571430,11143100,10038400,12893200,15001600,173117000,213812000,249017000,63262500,78774700,91736100,109854000,135037000,157281000,74280500,93957100,109390000,35411200,45261200,52725300,38869300,48695900,56664800
124,Europe - Central and Eastern,RUSSIAN FEDERATION,KALININ,4,57.90525,35.062775,162839000,157737000,151079000,104801000,102012000,97931300,58038400,55725100,53148000,48738.9,46746.2,44554.3,37265.6,35732.2,34060.1,11473.3,11014,10494.2,276471,266020,253938,140584,135721,129911,135887,130299,124026,1345580,1285510,1229070,797954,763511,732541,547629,522001,496529,50160600,47184700,45196600,38749300,36570600,35077400,11411300,10614000,10119200,17114300,16374400,15693900,14756400,14139600,13566700,2357860,2234820,2127160
125,Asia - Middle East and South,PAKISTAN,KANUPP,1,24.845343,66.788517,362335000,468951000,562120000,130255000,170868000,204231000,232080000,298084000,357889000,4334310,5715780,7170590,4291650,5660140,7100870,42663.4,55638.6,69713.2,8682420,11534100,14461000,8545920,11355300,14237400,136505,178832,223595,9425640,12515000,15681900,8584440,11406900,14302100,841192,1108120,1379800,49801200,65145600,79339100,18226300,23865400,29344100,31574900,41280200,49995100,19337200,25170100,31379300,11223700,14772100,18487500,8113520,10397900,12891800
126,Asia - Far East,JAPAN,KASHIWAZAKI KARIWA,7,37.431451,138.597852,198061000,208473000,212670000,145940000,153692000,156381000,52121300,54781800,56288800,441254,439779,440634,274412,273495,274027,166842,166284,166607,2137560,2139670,2144370,1585460,1587020,1590580,552102,552643,553792,8130020,8281620,8299440,5298920,5404510,5416300,2831100,2877110,2883140,97846900,100987000,101220000,80319600,83093600,83289800,17527300,17893500,17929800,62329700,64848600,64999900,51607300,53817300,53944700,10722500,11031300,11055200
127,America - Northern,UNITED STATES OF AMERICA,KEWAUNEE,1,44.3431,-87.5361,149133000,160154000,176752000,121097000,130100000,143658000,28036300,30053500,33094300,68771,70141.7,77262.8,42239.5,43081.4,47455.2,26531.5,27060.3,29807.6,644479,674402,744800,515907,540704,597256,128572,133698,147545,2109400,2215890,2448260,1608060,1691860,1870590,501337,524029,577674,44234300,47482700,52413200,36782900,39649000,43787300,7451360,7833720,8625960,14543000,16003500,17672200,12368700,13739500,15180700,2174360,2264090,2491470
128,Europe - Central and Eastern,UKRAINE,KHMELNITSKI,4,50.302462,26.646865,323652000,320921000,315137000,194046000,192900000,189848000,129606000,128021000,125289000,183731,183808,171175,45175.5,45203.1,42097.1,138555,138605,129078,1299740,1276300,1186900,402058,398609,370914,897683,877696,815986,4825800,4668710,4338980,1536850,1486510,1382420,3288950,3182200,2956560,93891800,91464500,87240400,47666300,46548100,44472600,46225500,44916400,42767800,22641400,21934500,20469200,9595290,9343640,8728640,13046100,12590900,11740500
129,Europe - Western,GERMANY,KNK,1,49.1,8.433,402229000,411695000,423884000,278239000,285427000,295242000,123990000,126268000,128642000,1206620,1285570,1281350,840607,895609,892597,366009,389963,388752,6486230,6931110,6927230,4222430,4515350,4510820,2263800,2415760,2416410,18654200,19831600,19910000,11831700,12573900,12612600,6822430,7257650,7297350,188339000,193903000,199585000,136452000,140473000,144730000,51887100,53429900,54855000,60255200,63344000,64120200,42446600,44631900,45145700,17808600,18712100,18974400
130,Africa,SOUTH AFRICA,KOEBERG,2,-33.676152,18.433098,12223300,20793600,23360900,8019180,11422600,12861600,4204070,9371040,10499300,425804,432557,488554,408258,414732,468422,17546.2,17824.5,20131.9,3101590,3093880,3490540,3011800,3004360,3389620,89785.8,89515.9,100922,3641630,3624840,4085420,3337110,3330820,3755460,304521,294023,329956,4562920,4662100,5249110,3898190,3946760,4446450,664730,715341,802665,3900770,3872590,4362550,3453320,3441840,3879680,447452,430743,482872
131,Europe - Central and Eastern,RUSSIAN FEDERATION,KOLA,4,67.466811,32.473832,26721200,25591300,25359100,18064500,17284400,17118400,8656630,8306910,8240750,48794.1,42459.8,40652,25273.9,22005.2,21082.1,23520.2,20454.6,19570,264855,231334,221159,198455,173642,166172,66399.9,57691.8,54986.2,377985,329556,314790,255470,222993,213415,122515,106563,101375,3428960,3272330,3259810,2055590,1928440,1905990,1373370,1343900,1353820,1121500,981487,944611,780423,671716,643799,341081,309771,300812
132,Asia - Far East,"KOREA, REPUBLIC OF",KORI,8,35.321269,129.294517,503755000,544728000,572227000,335409000,362093000,379209000,168346000,182636000,193018000,3455300,3293550,3443400,3375140,3217150,3363510,80156.7,76404.2,79880.4,7157130,6824910,7132010,6675850,6366610,6653260,481280,458308,478748,12971500,12388800,12939100,11188500,10700300,11177700,1782980,1688570,1761390,101408000,107417000,110411000,75627300,80343600,82514200,25781000,27073600,27896500,36899100,36583300,37780800,28302400,28161400,29099900,8596700,8421880,8680890
133,Europe - Central and Eastern,BULGARIA,KOZLODUY,6,43.742627,23.775239,302829000,307735000,311280000,179583000,183565000,186831000,123245000,124170000,124449000,178630,162531,152691,31137.8,28382.6,26717.2,147492,134148,125974,1588320,1485060,1407320,739051,697977,663222,849265,787084,744094,6571020,6160760,5830430,2995580,2787180,2632150,3575450,3373570,3198280,87564200,89393300,88963500,45635200,47442900,47682200,41929000,41950400,41281300,27529400,26502900,25401900,14567800,13876300,13304000,12961600,12626600,12097900
134,Europe - Central and Eastern,SLOVENIA,KRSKO,1,45.937981,15.516218,403664000,410409000,416542000,260783000,266338000,272072000,142881000,144072000,144470000,288370,291195,288540,159572,160859,157875,128798,130336,130665,2455150,2490680,2468320,1542790,1563370,1546360,912352,927312,921965,6542160,6611870,6633050,3720630,3780930,3808980,2821530,2830940,2824070,134944000,136539000,138855000,83126000,84141000,85990300,51818100,52397600,52864900,23599400,23516200,24001700,12930200,13062700,13408400,10669200,10453500,10593300
135,Europe - Western,GERMANY,KRUEMMEL,1,53.41,10.408889,383031000,391300000,400560000,262237000,268716000,276341000,120794000,122584000,124219000,1107690,1170670,1165120,986101,1042130,1037190,121588,128538,127929,4001450,4197660,4178350,3216300,3381870,3366130,785150,815788,812220,10504200,10930600,10988500,7553020,7914430,7971640,2951230,3016160,3016850,135212000,139112000,140884000,95276000,98140800,99573100,39936100,40971300,41311200,38568200,39373300,39563100,27438800,28118500,28271400,11129400,11254800,11291700
136,Asia - Middle East and South,INDIA,KUDANKULAM,2,8.168889,77.7125,223849000,261937000,303370000,71791200,83827000,97147400,152058000,177837000,205908000,578241,647573,753627,215104,240895,280347,363137,406678,473280,3697940,4132700,4809550,1116650,1245800,1449840,2581290,2886900,3359710,11447400,12784200,14878900,4233370,4718900,5492370,7214070,8065290,9386510,114022000,129504000,149312000,35755000,40927500,47206100,78266800,88503300,101976000,38936800,43473000,50093000,13803400,15518600,17791700,25133400,27954400,32301300
137,Asia - Far East,"TAIWAN, CHINA",KUOSHENG,2,25.202723,121.662638,511038000,586271000,630625000,300245000,345428000,371500000,210794000,240843000,259124000,4662980,5204850,5660940,4383670,4890510,5319100,279311,314342,341837,7910780,9105960,9898590,6840450,7818970,8500610,1070320,1286990,1397990,10131200,11856600,12888600,8659260,10075600,10954000,1471940,1781040,1934620,100130000,116170000,124488000,67058500,77889900,83557400,33071100,38280200,40931100,28023200,32218000,34776300,22612000,25923200,28007300,5411170,6294880,6769010
138,Europe - Central and Eastern,RUSSIAN FEDERATION,KURSK,5,51.676772,35.606607,226262000,219216000,209513000,139906000,135871000,129999000,86355900,83345200,79514700,180189,174915,166618,140192,136138,129724,39997.2,38776.7,36894.2,996121,922750,882425,578001,550711,528085,418120,372039,354340,3730770,3340000,3167210,1851620,1668960,1585480,1879140,1671050,1581730,82810000,78692100,74393800,57168400,54525900,51674700,25641600,24166200,22719000,16009300,14967000,14150400,8413480,7943550,7533530,7595840,7023480,6616870
139,America - Northern,UNITED STATES OF AMERICA,LACROSSE,1,43.560062,-91.231485,103192000,111204000,122691000,80105700,86471800,95460200,23086500,24731900,27230700,75819.6,77557.8,85400.2,53036.9,54252.7,59738.8,22782.6,23305.1,25661.4,337073,345821,380575,188656,193279,212776,148418,152542,167799,1387490,1439600,1585380,776093,805602,887401,611398,634000,697976,37843000,40772000,44999400,30416000,32961000,36402400,7426970,7811000,8597080,12015800,12803700,14135100,9533780,10214700,11282300,2481970,2589010,2852820
140,America - Latin,MEXICO,LAGUNA VERDE,2,19.720238,-96.405252,101158000,122317000,138024000,60459800,72724100,81462200,40698300,49592800,56561300,93140.3,98038.8,109263,17486.4,18406.1,20513.4,75653.8,79632.7,88749.6,1719250,1814370,2021010,868140,914691,1019150,851114,899682,1001870,4955940,5461560,6070170,2183170,2399720,2667950,2772770,3061850,3402230,52290300,63229800,70264400,31062400,37431700,41618600,21228000,25798000,28645800,28939500,33739500,37503500,19646200,23002200,25576800,9293270,10737300,11926700
141,America - Northern,UNITED STATES OF AMERICA,LASALLE,2,41.2439,-88.6708,149375000,163363000,180249000,117215000,128381000,141724000,32159900,34982200,38525600,92682.4,90409.4,99746.6,75280.5,73417.2,81002.5,17402,16992.2,18744.1,1215100,1212630,1337850,1066180,1065160,1175480,148919,147471,162370,10033700,11129100,12300600,9427580,10517400,11627000,606141,611748,673523,57193400,61118200,67464900,46512400,49875600,55085100,10681000,11242600,12379800,19945800,21708000,23972400,17212600,18884100,20861800,2733160,2823940,3110610
142,Europe - Western,ITALY,LATINA,1,41.42529,12.807246,315172000,325582000,337796000,203566000,210497000,219199000,111606000,115085000,118597000,417043,416879,438277,311094,310938,326901,105948,105942,111376,3960530,3961700,4165060,3442220,3440210,3616720,518310,521489,548336,9155590,9217670,9692850,7407360,7457550,7842160,1748230,1760120,1850690,73121100,73067900,76523300,52053700,52321400,54915300,21067400,20746500,21608000,18304900,18373000,19322300,13770800,13824100,14539500,4534110,4548890,4782780
143,Europe - Western,SWITZERLAND,LEIBSTADT,1,47.601314,8.183893,402014000,411407000,424028000,277706000,284754000,294775000,124308000,126653000,129253000,744823,796552,836411,472422,506447,534147,272401,290105,302264,5217250,5575210,5831050,3537370,3781410,3966040,1679880,1793810,1865010,13210400,14110900,14620500,8142460,8701180,9035050,5067910,5409760,5585430,178852000,184316000,190363000,129651000,133592000,138091000,49201200,50724000,52271700,51796900,54294600,55912300,36035500,37700400,38849900,15761400,16594200,17062400
144,Europe - Central and Eastern,RUSSIAN FEDERATION,LENINGRAD,4,59.846021,29.041052,146092000,141960000,137957000,93323100,90743500,88291500,52768600,51216400,49665800,89667.7,79662.4,75734.4,83104.1,73955,70339.6,6563.59,5707.42,5394.76,4244240,3789890,3627170,4090660,3655440,3499160,153575,134454,128013,5631530,5031740,4830870,5267610,4710730,4522010,363915,321017,308856,23099900,21831900,21209400,15682400,14743000,14331600,7417510,7088920,6877840,10286800,9503120,9282760,8443430,7784660,7598190,1843320,1718460,1684570
145,Europe - Central and Eastern,RUSSIAN FEDERATION,LENINGRAD-2,2,59.8305,29.0571,146424000,142275000,138253000,93477400,90887000,88425000,52946900,51388200,49828000,90667.1,80546.4,76573.8,83104.1,73955,70339.6,7562.96,6591.39,6234.16,4338500,3875260,3709450,4183250,3739290,3579990,155251,135974,129462,5622810,5022880,4821540,5260250,4703400,4514450,362563,319474,307092,23191900,21919400,21290900,15741600,14799500,14384400,7450260,7119840,6906520,10287000,9502370,9281330,8442620,7783710,7597170,1844390,1718650,1684150
146,America - Northern,UNITED STATES OF AMERICA,LIMERICK,2,40.226339,-75.586916,150923000,163161000,180087000,125989000,136164000,150351000,24934400,26996500,29736100,866168,889857,983814,749330,770141,851460,116838,119716,132355,7063070,7377990,8153670,6466490,6760960,7471940,596585,617030,681727,20793200,21849800,24137300,19048100,20041100,22142000,1745070,1808670,1995340,83203600,88148300,97295200,71953500,76286000,84231300,11250200,11862300,13063900,42168000,44101800,48707900,37961400,39745700,43911400,4206630,4356070,4796590
147,Asia - Far East,CHINA,LINGAO,4,22.60611,114.553247,616314000,702669000,759257000,315206000,362753000,391203000,301107000,339917000,368053000,2149870,2723510,2978930,1301890,1653570,1810190,847973,1069940,1168740,20164900,25508800,27502300,17946900,22717700,24483800,2218020,2791090,3018420,35580700,46190300,49689700,27768300,35829300,38566500,7812330,10361000,11123300,165870000,199992000,214056000,96865500,117887000,126300000,69004900,82104700,87756000,64798900,85178800,91335400,44873900,58697000,62994700,19925000,26481800,28340700
148,Europe - Western,GERMANY,LINGEN,1,52.482247,7.304518,366324000,375848000,386831000,254707000,261846000,270297000,111616000,114002000,116534000,429802,464027,464708,265558,286800,286796,164245,177227,177912,3233240,3457600,3505580,2144340,2289870,2318950,1088910,1167730,1186630,21121600,22335200,22671600,17446900,18409100,18660700,3674660,3926150,4010960,171330000,176303000,180822000,129535000,133321000,137044000,41794700,42981900,43778000,60803400,63680100,64782400,48065000,50360900,51282300,12738400,13319200,13500000
149,Europe - Western,FINLAND,LOVIISA,2,60.370582,26.346856,143073000,139492000,136402000,93632100,91338400,89358800,49441200,48153300,47042900,28978.1,29500,30490.6,11349.8,11490.9,11866.9,17628.3,18009.1,18623.7,707271,725318,750353,594096,609401,630482,113175,115918,119872,2795820,2730890,2775200,2274680,2218780,2254510,521132,512104,520695,22731000,21777100,21486400,15942100,15233900,15039300,6788910,6543130,6447100,10565800,9975110,9857120,8581130,8042020,7912940,1984680,1933100,1944180
150,Europe - Western,SWITZERLAND,LUCENS,1,46.692778,6.8275,408801000,421494000,438517000,286506000,295806000,308709000,122296000,125688000,129808000,595136,636170,678006,397054,424481,452399,198082,211689,225607,2450540,2599570,2762700,1634950,1736130,1845370,815584,863445,917326,2450540,2599570,2762700,1634950,1736130,1845370,815584,863445,917326,157009000,162694000,168641000,113324000,117432000,121776000,43685500,45261900,46865600,41229700,42803400,44757900,28748200,29779100,31164200,12481500,13024400,13593700
151,Asia - Far East,"TAIWAN, CHINA",LUNGMEN,2,25.038611,121.924167,492734000,566044000,609356000,292507000,336956000,362709000,200227000,229089000,246647000,1215800,1376220,1496450,924454,1045240,1136570,291347,330981,359873,7350400,8439270,9174270,6257590,7124110,7745700,1092810,1315160,1428570,9558600,11142300,12111900,8074460,9346520,10161300,1484150,1795790,1950560,91654700,106207000,113805000,62271900,72187500,77426400,29382800,34019000,36378800,23837500,27405600,29640300,19962600,22888300,24770200,3874850,4517270,4870100
152,Asia - Far East,"TAIWAN, CHINA",MAANSHAN,2,21.958257,120.751748,405894000,474861000,514087000,240527000,281646000,304013000,165367000,193216000,210074000,21197.6,23315.7,25329.4,13112.7,14220.8,15442.3,8084.88,9094.89,9887.11,372495,420677,457374,332214,375165,407891,40280.6,45512,49482.9,4444470,4954890,5387170,4006790,4474400,4864800,437680,480495,522373,62191400,74671800,80805900,44687200,53250700,57291700,17504200,21421000,23514300,10436200,12048300,13099300,9323580,10717800,11652300,1112650,1330500,1447020
153,Asia - Middle East and South,INDIA,MADRAS,3,12.553056,80.173333,356322000,421981000,489751000,115092000,137358000,159491000,241229000,284450000,329953000,479181,527283,613974,207999,228810,266432,271182,298473,347542,9180500,10301200,12001000,7386270,8289800,9660230,1794230,2011450,2340730,18878800,21418400,24936500,10143000,11446800,13334000,8735800,9971570,11602500,172857000,199885000,231978000,57770100,66769900,77584000,115087000,133115000,154394000,48114200,55720800,64848800,19946200,23014700,26796200,28168000,32706100,38052600
154,America - Northern,UNITED STATES OF AMERICA,MAINE YANKEE,1,43.954023,-69.694494,101509000,107334000,118473000,87314900,92410800,102041000,14194500,14923600,16431900,99143.1,99032.8,109327,53836,53588.8,59185.7,45307,45444,50141.7,629799,642149,708911,440415,449806,496705,189383,192343,212206,1412410,1451090,1601730,888846,911266,1006290,523565,539829,595436,47075200,48971700,54067800,41581100,43284700,47808900,5494070,5687010,6258890,10260800,10655600,11757400,8482800,8808420,9721790,1778050,1847160,2035580
155,Europe - Western,FRANCE,MARCOULE,3,44.143333,4.709444,384211000,399138000,420679000,272484000,282897000,298009000,111727000,116241000,122670000,443881,473187,501516,312683,333779,353756,131198,139408,147759,1637690,1751470,1856400,984984,1053600,1116730,652706,697873,739667,5977680,6433890,6820600,4402880,4754140,5040330,1574800,1679740,1780270,92285700,95407500,101270000,66649100,68868700,73226500,25636600,26538800,28043400,20471600,21507700,22803100,14942300,15739600,16691600,5529360,5768100,6111430
156,America - Northern,UNITED STATES OF AMERICA,MCGUIRE,2,35.4322,-80.9483,172775000,189524000,209171000,143813000,157939000,174381000,28961800,31585600,34790800,555028,678622,749742,478538,585189,646579,76490.2,93433,103163,1811570,2205390,2435800,1366070,1665060,1839270,445500,540336,596524,4540730,5418300,5979220,3229210,3854160,4253980,1311530,1564150,1725240,49785800,56461400,62299500,38370900,43526100,48042500,11414900,12935300,14257000,12974400,15252900,16821600,8872230,10452300,11530000,4102190,4800670,5291580
157,Europe - Central and Eastern,ARMENIA,METSAMOR,2,40.183594,44.153421,174554000,199109000,224703000,101204000,114931000,128550000,73349800,84178100,96153000,991817,838522,833815,706748,589752,581628,285068,248770,252187,2901690,2506560,2533920,1875370,1584220,1578540,1026320,922347,955380,5295410,4843510,4979670,2659040,2339620,2371930,2636370,2503890,2607740,55951000,61218100,67532000,27540200,29834400,32358700,28410700,31383600,35173300,17762900,17739000,18447000,8588060,8379380,8634750,9174830,9359640,9812240
158,Asia - Far East,JAPAN,MIHAMA,3,35.70253,135.963167,202011000,213084000,217609000,148046000,156116000,158977000,53964900,56968200,58631800,192535,199732,200216,72070.7,74935.4,75132.2,120464,124796,125084,2677560,2758250,2764770,1777460,1833400,1838060,900104,924853,926709,29668900,30470200,30543600,26293900,27009800,27076400,3374980,3460450,3467180,109707000,112992000,113291000,90180900,93088600,93342900,19526500,19903500,19948400,49528500,50742400,50856300,40119200,41143400,41239400,9409270,9599010,9616920
159,America - Northern,UNITED STATES OF AMERICA,MILLSTONE,3,41.3086,-72.1681,123390000,131662000,145239000,103270000,110124000,121529000,20119600,21538100,23710200,271048,273452,301696,218999,221036,243864,52049.3,52416.6,57831.6,2349500,2372870,2617300,2036570,2056080,2267810,312938,316793,349490,13170600,13582500,14999100,12259500,12649900,13970900,911118,932577,1028200,65727300,68655400,75783500,57775500,60385700,66678700,7951750,8269710,9104760,37457000,38970600,43045900,34672300,36093500,39877600,2784640,2877050,3168260
160,Europe - Central and Eastern,SLOVAK REPUBLIC,MOCHOVCE,4,48.26615,18.458943,406662000,412473000,415677000,258805000,263859000,267589000,147857000,148614000,148088000,287838,295323,299675,98399.3,100951,102443,189439,194372,197231,1968770,2031880,2040780,781662,807669,812597,1187110,1224210,1228180,10078700,10298400,10273300,5616140,5740240,5720210,4462530,4558200,4553100,126000000,125862000,124929000,67771600,67797600,67557400,58227900,58064600,57371200,36676900,37364500,37349200,19464100,19890900,19943700,17212800,17473600,17405600
161,Europe - Western,BELGIUM,MOL,1,51.22342,5.099126,363677000,373576000,386624000,258492000,265803000,275811000,105185000,107773000,110813000,821986,861882,906187,612899,641743,674821,209088,220139,231366,8623670,8948150,9370440,7370840,7639260,8000290,1252830,1308880,1370150,31733600,33095300,34205500,27531900,28692700,29620800,4201680,4402600,4584680,186206000,192953000,199040000,142723000,147920000,152802000,43483000,45033000,46238600,62531200,65249200,67081600,49651400,51780400,53211100,12879800,13468900,13870500
